,items,support,ordered_statistics
62,"frozenset({'Condutor deixou de manter distância do veículo da frente', 'Colisão traseira', 'Com Vítimas Feridas'})",0.04699808139262818,"[OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira', 'Com Vítimas Feridas'}), confidence=0.5897435897435896, lift=3.997026302449708), OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7506228201295466, lift=3.9196610226997723)]"
63,"frozenset({'Dupla', 'Reta', 'Colisão traseira', 'Condutor deixou de manter distância do veículo da frente'})",0.024052785100375923,"[OrderedStatistic(items_base=frozenset({'Dupla', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.5876524390243902, lift=4.224468514623753), OrderedStatistic(items_base=frozenset({'Dupla', 'Reta', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7641228939544104, lift=3.9901567653761747)]"
64,"frozenset({'Céu Claro', 'Colisão traseira', 'Reta', 'Condutor deixou de manter distância do veículo da frente'})",0.02990219781933894,"[OrderedStatistic(items_base=frozenset({'Céu Claro', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.5869565217391305, lift=4.219465760503915), OrderedStatistic(items_base=frozenset({'Céu Claro', 'Condutor deixou de manter distância do veículo da frente', 'Reta'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7646589549262066, lift=3.9929560105371165)]"
65,"frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Noite', 'Colisão transversal'})",0.010809714704643654,"[OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Noite'}), items_add=frozenset({'Colisão transversal'}), confidence=0.5867908552074513, lift=4.705262656221951)]"
66,"frozenset({'Colisão transversal', 'Interseção de vias'})",0.02434915534480338,"[OrderedStatistic(items_base=frozenset({'Interseção de vias'}), items_add=frozenset({'Colisão transversal'}), confidence=0.5815946348733234, lift=4.6635960534201235)]"
67,"frozenset({'Condutor deixou de manter distância do veículo da frente', 'Colisão traseira', 'Tarde', 'Com Vítimas Feridas'})",0.019794412640970847,"[OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente', 'Tarde'}), items_add=frozenset({'Colisão traseira', 'Com Vítimas Feridas'}), confidence=0.5770804911323328, lift=3.9112013115554207), OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente', 'Tarde', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7348002316155182, lift=3.8370373909456106)]"
68,"frozenset({'Condutor deixou de manter distância do veículo da frente', 'Colisão traseira', 'Reta', 'Com Vítimas Feridas'})",0.03592319331139154,"[OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente', 'Com Vítimas Feridas'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.573741903338316, lift=4.124469576263299), OrderedStatistic(items_base=frozenset({'Reta', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira', 'Com Vítimas Feridas'}), confidence=0.5978712357217031, lift=4.052111962245762), OrderedStatistic(items_base=frozenset({'Reta', 'Condutor deixou de manter distância do veículo da frente', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7588138385502472, lift=3.96243352411972)]"
69,"frozenset({'Reta', 'Colisão traseira', 'Condutor deixou de manter distância do veículo da frente'})",0.04557862390615982,"[OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.5719318849089842, lift=4.111457861586686), OrderedStatistic(items_base=frozenset({'Reta', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7585669781931464, lift=3.961144449375615)]"
70,"frozenset({'Simples', 'Condutor deixou de manter distância do veículo da frente', 'Colisão traseira', 'Com Vítimas Feridas'})",0.015910402595579402,"[OrderedStatistic(items_base=frozenset({'Simples', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira', 'Com Vítimas Feridas'}), confidence=0.568561872909699, lift=3.8534658114354463), OrderedStatistic(items_base=frozenset({'Simples', 'Condutor deixou de manter distância do veículo da frente', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7450693937180423, lift=3.890661705780726)]"
71,"frozenset({'Demais falhas mecânicas ou elétricas', 'Céu Claro', 'Incêndio'})",0.010372958554961082,"[OrderedStatistic(items_base=frozenset({'Incêndio'}), items_add=frozenset({'Céu Claro', 'Demais falhas mecânicas ou elétricas'}), confidence=0.5678906917164817, lift=20.95964557009322), OrderedStatistic(items_base=frozenset({'Céu Claro', 'Incêndio'}), items_add=frozenset({'Demais falhas mecânicas ou elétricas'}), confidence=0.8647594278283486, lift=20.865209694635904)]"
72,"frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Colisão transversal', 'Tarde', 'Com Vítimas Feridas'})",0.020823909279508338,"[OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Tarde'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5659177617634591, lift=5.402892299165093), OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Tarde', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6661676646706587, lift=5.341756449577393)]"
73,"frozenset({'Simples', 'Com Vítimas Fatais', 'Reta', 'Colisão frontal'})",0.010840911572478124,"[OrderedStatistic(items_base=frozenset({'Com Vítimas Fatais', 'Colisão frontal'}), items_add=frozenset({'Simples', 'Reta'}), confidence=0.5650406504065041, lift=2.0322126820146185)]"
74,"frozenset({'Manhã', 'Reta', 'Colisão traseira', 'Condutor deixou de manter distância do veículo da frente'})",0.017111482007206476,"[OrderedStatistic(items_base=frozenset({'Manhã', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.5648815653964985, lift=4.060775092622126), OrderedStatistic(items_base=frozenset({'Manhã', 'Reta', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7427217332430602, lift=3.878402508469443)]"
75,"frozenset({'Simples', 'Transitar na contramão', 'Colisão frontal'})",0.01562963078506918,"[OrderedStatistic(items_base=frozenset({'Transitar na contramão'}), items_add=frozenset({'Simples', 'Colisão frontal'}), confidence=0.5638716938660664, lift=9.372375012201102), OrderedStatistic(items_base=frozenset({'Simples', 'Transitar na contramão'}), items_add=frozenset({'Colisão frontal'}), confidence=0.6958333333333333, lift=10.280981600983328)]"
76,"frozenset({'Céu Claro', 'Colisão transversal', 'Desrespeitar a preferência no cruzamento'})",0.015161677767552138,"[OrderedStatistic(items_base=frozenset({'Desrespeitar a preferência no cruzamento'}), items_add=frozenset({'Colisão transversal', 'Céu Claro'}), confidence=0.5579793340987371, lift=6.860663047513605), OrderedStatistic(items_base=frozenset({'Céu Claro', 'Desrespeitar a preferência no cruzamento'}), items_add=frozenset({'Colisão transversal'}), confidence=0.8655387355298308, lift=6.940440624900804)]"
77,"frozenset({'Simples', 'Colisão transversal', 'Desrespeitar a preferência no cruzamento', 'Com Vítimas Feridas'})",0.015052488730131494,"[OrderedStatistic(items_base=frozenset({'Desrespeitar a preferência no cruzamento'}), items_add=frozenset({'Simples', 'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5539609644087256, lift=7.691982557348708), OrderedStatistic(items_base=frozenset({'Desrespeitar a preferência no cruzamento', 'Com Vítimas Feridas'}), items_add=frozenset({'Simples', 'Colisão transversal'}), confidence=0.6382275132275133, lift=7.4623614162871865), OrderedStatistic(items_base=frozenset({'Simples', 'Desrespeitar a preferência no cruzamento'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.7744783306581059, lift=7.394047848125169), OrderedStatistic(items_base=frozenset({'Simples', 'Desrespeitar a preferência no cruzamento', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.8845096241979835, lift=7.092561288018577)]"
78,"frozenset({'Reta', 'Colisão traseira', 'Tarde', 'Condutor deixou de manter distância do veículo da frente'})",0.018998892511191877,"[OrderedStatistic(items_base=frozenset({'Condutor deixou de manter distância do veículo da frente', 'Tarde'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.5538881309686221, lift=3.9817463767960746), OrderedStatistic(items_base=frozenset({'Reta', 'Condutor deixou de manter distância do veículo da frente', 'Tarde'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7476979742173113, lift=3.9043878332734065)]"
79,"frozenset({'Interseção de vias', 'Simples', 'Colisão transversal', 'Com Vítimas Feridas'})",0.014054188959428473,"[OrderedStatistic(items_base=frozenset({'Simples', 'Interseção de vias'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5524218270999387, lift=5.2740448121444485), OrderedStatistic(items_base=frozenset({'Interseção de vias', 'Simples', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6820590461771385, lift=5.4691836637110915)]"
80,"frozenset({'Céu Claro', 'Colisão transversal', 'Desrespeitar a preferência no cruzamento', 'Com Vítimas Feridas'})",0.013009093886973747,"[OrderedStatistic(items_base=frozenset({'Desrespeitar a preferência no cruzamento', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal', 'Céu Claro'}), confidence=0.5515873015873016, lift=6.782069489347971), OrderedStatistic(items_base=frozenset({'Céu Claro', 'Desrespeitar a preferência no cruzamento'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.742653606411398, lift=7.090212964025065), OrderedStatistic(items_base=frozenset({'Céu Claro', 'Desrespeitar a preferência no cruzamento', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.8597938144329896, lift=6.894374190054351)]"
81,"frozenset({'Manhã', 'Acessar a via sem observar a presença dos outros veículos', 'Colisão transversal', 'Com Vítimas Feridas'})",0.013789015582835483,"[OrderedStatistic(items_base=frozenset({'Manhã', 'Acessar a via sem observar a presença dos outros veículos'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5416666666666666, lift=5.171363862000496), OrderedStatistic(items_base=frozenset({'Manhã', 'Acessar a via sem observar a presença dos outros veículos', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6278409090909091, lift=5.034428122690318)]"
82,"frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Colisão transversal', 'Com Vítimas Feridas'})",0.04358202436475378,"[OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5402165506573859, lift=5.157519411183076), OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6412669267844848, lift=5.142086480203444)]"
83,"frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Céu Claro', 'Colisão transversal', 'Com Vítimas Feridas'})",0.028872701180801447,"[OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Céu Claro'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.537144515380151, lift=5.128190280939106), OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Céu Claro', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6378359751895244, lift=5.114574926006907)]"
84,"frozenset({'Simples', 'Reta', 'Colisão traseira', 'Condutor deixou de manter distância do veículo da frente'})",0.014990094994462556,"[OrderedStatistic(items_base=frozenset({'Simples', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Reta', 'Colisão traseira'}), confidence=0.5356744704570792, lift=3.8508134813335824), OrderedStatistic(items_base=frozenset({'Simples', 'Reta', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7531347962382445, lift=3.9327782562545917)]"
85,"frozenset({'Simples', 'Sem Vítimas', 'Demais falhas mecânicas ou elétricas'})",0.010138982046202562,"[OrderedStatistic(items_base=frozenset({'Simples', 'Demais falhas mecânicas ou elétricas'}), items_add=frozenset({'Sem Vítimas'}), confidence=0.5336617405582923, lift=2.9757780747544196)]"
86,"frozenset({'Manobra de mudança de faixa', 'Dupla', 'Reta', 'Colisão lateral mesmo sentido'})",0.012229172191112012,"[OrderedStatistic(items_base=frozenset({'Manobra de mudança de faixa', 'Dupla', 'Reta'}), items_add=frozenset({'Colisão lateral mesmo sentido'}), confidence=0.5258215962441314, lift=6.067296024768722)]"
87,"frozenset({'Pista Escorregadia', 'Chuva', 'Com Vítimas Feridas'})",0.010045391442699152,"[OrderedStatistic(items_base=frozenset({'Pista Escorregadia'}), items_add=frozenset({'Chuva', 'Com Vítimas Feridas'}), confidence=0.5206143896523848, lift=6.6340822711637335), OrderedStatistic(items_base=frozenset({'Pista Escorregadia', 'Com Vítimas Feridas'}), items_add=frozenset({'Chuva'}), confidence=0.6452905811623246, lift=6.064936793393267)]"
88,"frozenset({'Manobra de mudança de faixa', 'Dupla', 'Colisão lateral mesmo sentido', 'Com Vítimas Feridas'})",0.014194574864683587,"[OrderedStatistic(items_base=frozenset({'Manobra de mudança de faixa', 'Dupla', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão lateral mesmo sentido'}), confidence=0.5188141391106044, lift=5.986439100835446)]"
89,"frozenset({'Manobra de mudança de faixa', 'Dupla', 'Céu Claro', 'Colisão lateral mesmo sentido'})",0.010684927233305776,"[OrderedStatistic(items_base=frozenset({'Manobra de mudança de faixa', 'Dupla', 'Céu Claro'}), items_add=frozenset({'Colisão lateral mesmo sentido'}), confidence=0.5185465556396669, lift=5.983351536267712)]"
90,"frozenset({'Manobra de mudança de faixa', 'Dupla', 'Colisão lateral mesmo sentido'})",0.016612332121854964,"[OrderedStatistic(items_base=frozenset({'Manobra de mudança de faixa', 'Dupla'}), items_add=frozenset({'Colisão lateral mesmo sentido'}), confidence=0.5182481751824817, lift=5.979908614610101)]"
91,"frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Reta', 'Colisão transversal', 'Com Vítimas Feridas'})",0.025051084871078943,"[OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Reta'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5155698234349919, lift=4.92221382138405), OrderedStatistic(items_base=frozenset({'Acessar a via sem observar a presença dos outros veículos', 'Reta', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6092564491654021, lift=4.885406091250127)]"
92,"frozenset({'Sem Vítimas', 'Reta', 'Demais falhas mecânicas ou elétricas'})",0.013991795223759535,"[OrderedStatistic(items_base=frozenset({'Reta', 'Demais falhas mecânicas ou elétricas'}), items_add=frozenset({'Sem Vítimas'}), confidence=0.505922165820643, lift=2.821098036757032)]"
93,"frozenset({'Interseção de vias', 'Céu Claro', 'Colisão transversal', 'Com Vítimas Feridas'})",0.013492645338408023,"[OrderedStatistic(items_base=frozenset({'Céu Claro', 'Interseção de vias'}), items_add=frozenset({'Colisão transversal', 'Com Vítimas Feridas'}), confidence=0.5055523085914669, lift=4.826575272001541), OrderedStatistic(items_base=frozenset({'Interseção de vias', 'Céu Claro', 'Com Vítimas Feridas'}), items_add=frozenset({'Colisão transversal'}), confidence=0.6227501799856011, lift=4.993607415721939)]"
94,"frozenset({'Simples', 'Céu Claro', 'Colisão traseira', 'Condutor deixou de manter distância do veículo da frente'})",0.014132181129014647,"[OrderedStatistic(items_base=frozenset({'Simples', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Céu Claro', 'Colisão traseira'}), confidence=0.5050167224080268, lift=4.178641850394449), OrderedStatistic(items_base=frozenset({'Simples', 'Céu Claro', 'Condutor deixou de manter distância do veículo da frente'}), items_add=frozenset({'Colisão traseira'}), confidence=0.7543713572023314, lift=3.939235427130754)]"
